question_id	question_rank	document_title	paragraph_index
103	5	John_Kerry	15
106	1	Biodiversity	17
106	2	2008_Summer_Olympics_torch_relay	16
106	3	Mesozoic	5
106	4	Israel	25
106	5	2008_Summer_Olympics_torch_relay	69
109	1	Modern_history	6
109	2	Sino-Tibetan_relations_during_the_Ming_dynasty	35
109	3	Sino-Tibetan_relations_during_the_Ming_dynasty	15
109	4	Sino-Tibetan_relations_during_the_Ming_dynasty	59
109	5	Sino-Tibetan_relations_during_the_Ming_dynasty	22
112	1	Southampton	89
112	2	Queen_Victoria	8
112	3	Queen_Victoria	28
112	4	Queen_Victoria	33
112	5	Queen_Victoria	36
115	1	Indigenous_peoples_of_the_Americas	16
115	2	Hunting	34
115	3	St._John%27s,_Newfoundland_and_Labrador	3
115	4	Military_history_of_the_United_States	0
115	5	Indigenous_peoples_of_the_Americas	7
118	1	Nigeria	31
118	2	Nigeria	0
118	3	Nigeria	20
118	4	Nigeria	16
118	5	Nigeria	17
121	1	Zinc	2
121	2	Zinc	6
121	3	Zinc	8
121	4	Zinc	21
121	5	Zinc	30
124	1	Hunting	14
124	2	Hunting	29
124	3	Hunting	12
124	4	Hunting	17
124	5	Hunting	15
127	1	Capacitor	7
127	2	Capacitor	0
127	3	Capacitor	29
127	4	Capacitor	11
127	5	Capacitor	10
130	1	Bird_migration	52
130	2	Bird_migration	37
130	3	Bird_migration	9
130	4	Bird_migration	0
130	5	Bird_migration	47
133	1	Richmond,_Virginia	34
133	2	Richmond,_Virginia	1
133	3	Military_history_of_the_United_States	27
133	4	Richmond,_Virginia	7
133	5	Richmond,_Virginia	13
136	1	Hunter-gatherer	23
136	2	Hunter-gatherer	26
136	3	Electric_motor	25
136	4	Hunter-gatherer	25
136	5	Hunter-gatherer	27
139	1	Athanasius_of_Alexandria	0
139	2	Athanasius_of_Alexandria	6
139	3	Athanasius_of_Alexandria	13
139	4	Athanasius_of_Alexandria	27
139	5	Athanasius_of_Alexandria	24
142	1	Phonology	15
142	2	Alfred_North_Whitehead	6
142	3	Classical_music	57
142	4	Alfred_North_Whitehead	10
142	5	Idealism	14
145	1	Kathmandu	50
145	2	Buddhism	114
145	3	Tibet	11
145	4	Kathmandu	7
145	5	Kathmandu	16
148	1	The_Times	47
148	2	Somerset	6
148	3	The_Times	38
148	4	The_Times	0
148	5	The_Times	1
151	1	American_Idol	38
151	2	American_Idol	58
151	3	Queen_(band)	38
151	4	Time	12
151	5	Dominican_Order	27
154	1	Planck_constant	10
154	2	Planck_constant	11
154	3	Hydrogen	7
154	4	Database	9
154	5	Richard_Feynman	17
157	1	Quran	23
157	2	Textual_criticism	6
157	3	Quran	30
157	4	Textual_criticism	20
157	5	Textual_criticism	0
160	1	Airport	22
160	2	North_Carolina	60
160	3	Bermuda	36
160	4	The_Blitz	10
160	5	Airport	1
163	1	Oklahoma	5
163	2	North_Carolina	1
163	3	Geography_of_the_United_States	6
163	4	Oklahoma	6
163	5	Geography_of_the_United_States	5
166	1	Multiracial_American	5
166	2	New_York_City	107
166	3	New_York_City	11
166	4	The_Times	50
166	5	Baptists	17
169	1	Muammar_Gaddafi	60
169	2	Muammar_Gaddafi	58
169	3	Muammar_Gaddafi	46
169	4	Muammar_Gaddafi	43
169	5	Muammar_Gaddafi	2
172	1	Korean_War	45
172	2	Communications_in_Somalia	16
172	3	Multiracial_American	17
172	4	Black_people	16
172	5	Dell	39
175	1	Financial_crisis_of_2007%E2%80%9308	57
175	2	Szlachta	59
175	3	Szlachta	24
175	4	Szlachta	31
175	5	Madonna_(entertainer)	37
178	1	Yale_University	25
178	2	New_Haven,_Connecticut	64
178	3	New_Haven,_Connecticut	10
178	4	New_Haven,_Connecticut	2
178	5	New_Haven,_Connecticut	0
181	1	The_Bronx	4
181	2	The_Bronx	6
181	3	The_Bronx	15
181	4	The_Bronx	0
181	5	The_Bronx	20
184	1	Russian_Soviet_Federative_Socialist_Republic	2
184	2	Russian_Soviet_Federative_Socialist_Republic	11
184	3	Russian_Soviet_Federative_Socialist_Republic	14
184	4	Russian_Soviet_Federative_Socialist_Republic	28
184	5	Russian_Soviet_Federative_Socialist_Republic	16
187	1	Catalan_language	20
187	2	Catalan_language	76
187	3	Catalan_language	32
187	4	Catalan_language	71
187	5	Catalan_language	5
190	1	Cotton	15
190	2	Cotton	7
190	3	Cotton	16
190	4	Cotton	17
190	5	Cotton	8
193	1	Plymouth	58
193	2	Turner_Classic_Movies	18
193	3	Protestantism	42
193	4	Christian	9
193	5	Plymouth	42
196	1	Chinese_characters	0
196	2	Tibet	7
196	3	Nanjing	49
196	4	Christian	18
196	5	Tibet	6
199	1	San_Diego	29
199	2	San_Diego	3
199	3	San_Diego	27
199	4	San_Diego	39
199	5	San_Diego	43
202	1	Identity_(social_science)	0
202	2	Idealism	16
202	3	Identity_(social_science)	5
202	4	Adolescence	11
202	5	Identity_(social_science)	1
205	1	Alexander_Graham_Bell	0
205	2	Alexander_Graham_Bell	31
205	3	Alexander_Graham_Bell	1
205	4	Alexander_Graham_Bell	33
205	5	Alexander_Graham_Bell	39
208	1	Carnival	6
208	2	Heresy	8
208	3	New_Delhi	33
208	4	Charleston,_South_Carolina	31
208	5	Somerset	25
211	1	High-definition_television	35
211	2	High-definition_television	12
211	3	High-definition_television	32
211	4	High-definition_television	5
211	5	High-definition_television	11
214	1	Brigham_Young_University	9
214	2	Affirmative_action_in_the_United_States	39
214	3	Brigham_Young_University	0
214	4	Houston	44
214	5	Brigham_Young_University	30
217	1	Cubism	30
217	2	Cubism	34
217	3	Cubism	32
217	4	Royal_Institute_of_British_Architects	20
217	5	Architecture	4
220	1	Time	12
220	2	Dominican_Order	27
220	3	Alfred_North_Whitehead	10
220	4	Phonology	15
220	5	Alfred_North_Whitehead	6
223	1	2008_Summer_Olympics_torch_relay	59
223	2	Gamal_Abdel_Nasser	50
223	3	Hokkien	20
223	4	Korean_War	45
223	5	Montevideo	7
226	1	Pub	76
226	2	Pub	77
226	3	Pub	51
226	4	Pub	86
226	5	Saint_Helena	38
229	1	Crucifixion_of_Jesus	7
229	2	Crucifixion_of_Jesus	3
229	3	Crucifixion_of_Jesus	6
229	4	Crucifixion_of_Jesus	5
229	5	Crucifixion_of_Jesus	8
232	1	North_Carolina	9
232	2	North_Carolina	20
232	3	Materialism	6
232	4	Carnival	5
232	5	Carnival	1
235	1	List_of_numbered_streets_in_Manhattan	0
235	2	List_of_numbered_streets_in_Manhattan	3
235	3	The_Bronx	23
235	4	List_of_numbered_streets_in_Manhattan	2
235	5	List_of_numbered_streets_in_Manhattan	1
238	1	Southampton	89
238	2	Queen_Victoria	36
238	3	Queen_Victoria	28
238	4	George_VI	1
238	5	Queen_Victoria	4
241	1	USB	30
241	2	USB	26
241	3	USB	2
241	4	USB	33
241	5	USB	27
244	1	Department_store	22
244	2	British_Isles	22
244	3	British_Isles	2
244	4	University	14
244	5	John,_King_of_England	13
247	1	To_Kill_a_Mockingbird	10
247	2	To_Kill_a_Mockingbird	11
247	3	To_Kill_a_Mockingbird	25
247	4	To_Kill_a_Mockingbird	9
247	5	To_Kill_a_Mockingbird	52
250	1	Plymouth	78
250	2	John_Kerry	3
250	3	Plymouth	79
250	4	Madonna_(entertainer)	4
250	5	John_Kerry	44
253	1	Samurai	14
253	2	Szlachta	0
253	3	Modern_history	7
253	4	Samurai	13
253	5	Samurai	40
256	1	University	12
256	2	Affirmative_action_in_the_United_States	39
256	3	Gothic_architecture	34
256	4	University	11
256	5	University	5
259	1	Planck_constant	20
259	2	Planck_constant	13
259	3	Planck_constant	14
259	4	Planck_constant	11
259	5	Planck_constant	21
262	1	Phonology	5
262	2	Group_(mathematics)	6
262	3	Emotion	33
262	4	Sanskrit	17
262	5	Karl_Popper	14
265	1	Dog	27
265	2	Dog	50
265	3	Dog	47
265	4	Dog	66
265	5	Dog	43
268	1	Presbyterianism	26
268	2	Canadian_football	3
268	3	St._John%27s,_Newfoundland_and_Labrador	22
268	4	Canadian_football	5
268	5	Carnival	30
271	1	Mexico_City	0
271	2	Mexico_City	65
271	3	Mexico_City	73
271	4	Mexico_City	14
271	5	Mexico_City	56
274	1	Buddhism	10
274	2	Buddhism	36
274	3	Wood	20
274	4	2008_Sichuan_earthquake	74
274	5	Political_party	3
277	1	Alps	78
277	2	Paris	58
277	3	Estonian_language	21
277	4	Sexual_orientation	12
277	5	Szlachta	16
280	1	Time	12
280	2	Heresy	7
280	3	American_Idol	38
280	4	Dominican_Order	27
280	5	PlayStation_3	26
283	1	Detroit	38
283	2	Detroit	6
283	3	Detroit	39
283	4	Detroit	5
283	5	Detroit	35
286	1	Dutch_Republic	15
286	2	East_India_Company	24
286	3	East_India_Company	30
286	4	Modern_history	10
286	5	Modern_history	9
289	1	Steven_Spielberg	1
289	2	Steven_Spielberg	46
289	3	Steven_Spielberg	19
289	4	Steven_Spielberg	2
289	5	Steven_Spielberg	20
292	1	Raleigh,_North_Carolina	9
292	2	Charleston,_South_Carolina	0
292	3	North_Carolina	0
292	4	Atlantic_City,_New_Jersey	0
292	5	North_Carolina	44
295	1	Antarctica	3
295	2	Biodiversity	20
295	3	Biodiversity	27
295	4	Southeast_Asia	11
295	5	Adolescence	64
298	1	Cyprus	40
298	2	Cyprus	20
298	3	Cyprus	12
298	4	Cyprus	2
298	5	Greeks	24
